"시도명","시군구명","상세주소","분포식물학명","분포식물국명"
"경상북도","안동시","마늘봉","Rorippa cantoniensis (Lour.) Ohwi","좀개갓냉이"
"경상북도","안동시","마늘봉","Rorippa palustris (L.) Besser","속속이풀"
"경상북도","안동시","마늘봉","Allium thunbergii G.Don","산부추"
"경상북도","안동시","마늘봉","Polygonatum odoratum (Mill.) Druce var. pluriflorum (Miq.) Ohwi","둥굴레"
"경상북도","안동시","마늘봉","Dianthus chinensis L.","패랭이꽃"
"경상북도","안동시","마늘봉","Mazus pumilus (Burm.f.) Steenis","주름잎"
"경상북도","안동시","마늘봉","Leibnitzia anandria (L.) Turcz.","솜나물"
"경상북도","안동시","마늘봉","Carpesium triste Maxim.","두메담배풀"
"경상북도","안동시","마늘봉","Tephroseris kirilowii (Turcz. ex DC.) Holub","솜방망이"
"경상북도","안동시","마늘봉","Bidens bipinnata L.","도깨비바늘"
"경상북도","안동시","마늘봉","Eclipta thermalis Bunge","한련초"
"경상북도","안동시","마늘봉","Cerastium holosteoides Fr. subsp. vulgare (Hartm.) I.V.Sokolova","점나도나물"
"경상북도","안동시","마늘봉","Stellaria alsine Grimm","벼룩나물"
"경상북도","안동시","마늘봉","Hieracium umbellatum L.","조밥나물"
"경상북도","안동시","마늘봉","Scorzonera albicaulis Bunge","쇠채"
"경상북도","안동시","마늘봉","Chrysanthemum boreale (Makino) Makino","산국"
"경상북도","안동시","마늘봉","Artemisia sacrorum Ledeb. var. iwayomogi (Kitam.) M.S.Park & G.Y.Chung","더위지기"
"경상북도","안동시","마늘봉","Rubus crataegifolius Bunge","산딸기"
"경상북도","안동시","마늘봉","Rubus parvifolius L.","멍석딸기"
"경상북도","안동시","마늘봉","Adenophora divaricata Franch. & Sav.","넓은잔대"
"경상북도","안동시","마늘봉","Adenophora stricta Miq.","당잔대"
"경상북도","안동시","마늘봉","Adenophora triphylla (Thunb.) A.DC.","층층잔대"
"경상북도","안동시","마늘봉","Platycodon grandiflorus (Jacq.) A.DC.","도라지"
"경상북도","안동시","마늘봉","Elaeagnus umbellata Thunb.","보리수나무"
"경상북도","안동시","마늘봉","Lindera obtusiloba Blume","생강나무"
"경상북도","안동시","마늘봉","Morus bombycis Koidz.","산뽕나무"
"경상북도","안동시","마늘봉","Aeschynomene indica L.","자귀풀"
"경상북도","안동시","마늘봉","Chamaecrista nomame (Makino) H.Ohashi","차풀"
"경상북도","안동시","마늘봉","Glycine max (L.) Merr. subsp. soja (Siebold & Zucc.) H.Ohashi","돌콩"
"경상북도","안동시","마늘봉","Kummerowia stipulacea (Maxim.) Makino","둥근매듭풀"
"경상북도","안동시","마늘봉","Lespedeza bicolor Turcz.","싸리"
"경상북도","안동시","마늘봉","Lespedeza cuneata (Dum.Cours.) G.Don","비수리"
"경상북도","안동시","마늘봉","Lespedeza cyrtobotrya Miq.","참싸리"
"경상북도","안동시","마늘봉","Lespedeza virgata (Thunb.) DC.","좀싸리"
"경상북도","안동시","마늘봉","Sophora flavescens Aiton","고삼"
"경상북도","안동시","마늘봉","Vicia amoena Fisch. ex Ser.","갈퀴나물"
"경상북도","안동시","마늘봉","Vigna angularis (Willd.) Ohwi & H.Ohashi var. nipponensis (Ohwi) Ohwi & H.Ohashi","새팥"
"경상북도","안동시","마늘봉","Exochorda serratifolia S.Moore","가침박달"
"경상북도","안동시","마늘봉","Prunus serrulata Lindl. var. pubescens (Makino) Nakai","잔털벚나무"
"경상북도","안동시","마늘봉","Stephanandra incisa (Thunb.) Zabel","국수나무"
"경상북도","안동시","마늘봉","Amaranthus tricolor L.","비름"
"경상북도","안동시","마늘봉","Trigastrotheca stricta (L.) Thulin","석류풀"
"경상북도","안동시","마늘봉","Portulaca oleracea L.","쇠비름"
"경상북도","안동시","마늘봉","Potentilla chinensis Ser.","딱지꽃"
"경상북도","안동시","마늘봉","Potentilla discolor Bunge","솜양지꽃"
"경상북도","안동시","마늘봉","Potentilla fragarioides L. var. major Maxim.","양지꽃"
"경상북도","안동시","마늘봉","Viola mandshurica W.Becker","제비꽃"
"경상북도","안동시","마늘봉","Viola tenuicornis W.Becker","자주알록제비꽃"
"경상북도","안동시","마늘봉","Ludwigia epilobioides Maxim.","여뀌바늘"
"경상북도","안동시","마늘봉","Cynanchum wilfordii (Maxim.) Maxim. ex Hook.f.","큰조롱"
"경상북도","안동시","마늘봉","Plantago asiatica L.","질경이"
"경상북도","안동시","마늘봉","Ranunculus japonicus Thunb.","미나리아재비"
"경상북도","안동시","마늘봉","Alopecurus aequalis Sobol.","뚝새풀"
"경상북도","안동시","마늘봉","Cymbopogon goeringii (Steud.) A.Camus","개솔새"
"경상북도","안동시","마늘봉","Digitaria ciliaris (Retz.) Koeler","바랭이"
"경상북도","안동시","마늘봉","Eleusine indica (L.) Gaertn.","왕바랭이"
"경상북도","안동시","마늘봉","Eriochloa villosa (Thunb.) Kunth","나도개피"
"경상북도","안동시","마늘봉","Themeda triandra Forssk.","솔새"
"경상북도","안동시","마늘봉","Thesium chinense Turcz.","제비꿀"
"경상북도","안동시","마늘봉","Polygala japonica Houtt.","애기풀"
"경상북도","안동시","마늘봉","Polygala tenuifolia Willd.","원지"
"경상북도","안동시","마늘봉","Viola acuminata Ledeb.","졸방제비꽃"
"경상북도","안동시","마늘봉","Pinus densiflora Siebold & Zucc.","소나무"
"경상북도","안동시","마늘봉","Juniperus rigida Siebold & Zucc.","노간주나무"
"경상북도","안동시","마늘봉","Lilium amabile Palib.","털중나리"
"경상북도","안동시","마늘봉","Cephalanthera longibracteata Blume","은대난초"
"경상북도","안동시","마늘봉","Epipactis papillosa Franch. & Sav.","청닭의난초"
"경상북도","안동시","마늘봉","Goodyera repens (L.) R.Br.","애기사철란"
"경상북도","안동시","마늘봉","Chenopodium ficifolium Sm.","좀명아주"
"경상북도","안동시","마늘봉","Amethystea caerulea L.","개차즈기"
"경상북도","안동시","마늘봉","Ajuga multiflora Bunge","조개나물"
"경상북도","안동시","마늘봉","Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara","꿀풀"
"경상북도","안동시","마늘봉","Leonurus japonicus Houtt.","익모초"
"경상북도","안동시","마늘봉","Stachys riederi Cham. var. japonica (Miq.) H.Hara","석잠풀"
"경상북도","안동시","마늘봉","Mosla scabra (Thunb.) C.Y.Wu & H.W.Li","들깨풀"
"경상북도","안동시","마늘봉","Lindernia procumbens (Krock.) Philcox","밭뚝외풀"
"경상북도","안동시","마늘봉","Viburnum carlesii Hemsl.","분꽃나무"
"경상북도","안동시","마늘봉","Lonicera japonica Thunb.","인동덩굴"
"경상북도","안동시","마늘봉","Lonicera subsessilis Rehder","청괴불나무"
"경상북도","안동시","마늘봉","Patrinia serratulifolia Link","마타리"
"경상북도","안동시","마늘봉","Salix graciliglans Nakai","눈갯버들"
"경상북도","안동시","마늘봉","Salix pierotii Miq.","버드나무"
"경상북도","안동시","마늘봉","Scabiosa comosa Fisch. ex Roem. & Schult.","솔체꽃"
"경상북도","안동시","마늘봉","Picrasma quassioides (D.Don) Benn.","소태나무"
"경상북도","안동시","마늘봉","Androsace umbellata (Lour.) Merr.","봄맞이"
"경상북도","안동시","마늘봉","Rhus chinensis Mill.","붉나무"
"경상북도","안동시","마늘봉","Spiraea prunifolia Siebold & Zucc. f. simpliciflora Nakai","조팝나무"
"경상북도","안동시","마늘봉","Spiraea ouensanensis H.Lév.","아구장나무"
"경상북도","안동시","마늘봉","Clerodendrum trichotomum Thunb.","누리장나무"
"경상북도","안동시","마늘봉","Cuscuta australis R.Br.","실새삼"
"경상북도","안동시","마늘봉","Picris hieracioides L. subsp. japonica (Thunb.) Krylov","쇠서나물"
"경상북도","안동시","마늘봉","Galium verum L. subsp. asiaticum (Nakai) T.Yamaz.","솔나물"
"경상북도","안동시","마늘봉","Orostachys japonica (Maxim.) A.Berger","바위솔"
"경상북도","안동시","마늘봉","Phedimus aizoon (L.) 't Hart var. floribundus H.Ohba","기린초"
"경상북도","안동시","마늘봉","Pulsatilla koreana (Y.Yabe ex Nakai) Nakai ex T.Mori","할미꽃"
"경상북도","안동시","마늘봉","Thalictrum minus (Pamp.) Pamp. var. hypoleucum (Siebold & Zucc.) Miq.","좀꿩의다리"
"경상북도","안동시","마늘봉","Silene firma Siebold & Zucc.","장구채"
"경상북도","안동시","마늘봉","Persicaria orientalis (L.) Spach","털여뀌"
"경상북도","안동시","마늘봉","Clinopodium chinense (Benth.) Kuntze var. parviflorum (Kudô) H.Hara","층층이꽃"
"경상북도","안동시","마늘봉","Broussonetia × kazinoki Siebold","닥나무"
"경상북도","안동시","연점산","Corydalis remota Fisch. ex Maxim.","현호색"
"경상북도","안동시","연점산","Corydalis speciosa Maxim.","산괴불주머니"
"경상북도","안동시","연점산","Euphorbia sieboldiana Morren & Decne.","개감수"
"경상북도","안동시","연점산","Flueggea suffruticosa (Pall.) Baill.","광대싸리"
"경상북도","안동시","연점산","Celastrus orbiculatus Thunb.","노박덩굴"
"경상북도","안동시","연점산","Euonymus alatus (Thunb.) Siebold f. ciliato-dentatus (Franch. & Sav.) Hiyama","회잎나무"
"경상북도","안동시","연점산","Cirsium setidens (Dunn) Nakai","고려엉겅퀴"
"경상북도","안동시","연점산","Saussurea gracilis Maxim.","은분취"
"경상북도","안동시","연점산","Streptolirion volubile Edgew.","덩굴닭의장풀"
"경상북도","안동시","연점산","Lycoris squamigera Maxim.","상사화"
"경상북도","안동시","연점산","Dioscorea japonica Thunb.","참마"
"경상북도","안동시","연점산","Boehmeria spicata (Thunb.) Thunb.","좀깨잎나무"
"경상북도","안동시","연점산","Clematis apiifolia DC.","사위질빵"
"경상북도","안동시","연점산","Clematis fusca Turcz. var. violacea Maxim.","종덩굴"
"경상북도","안동시","연점산","Clematis mandshurica Rupr.","으아리"
"경상북도","안동시","연점산","Akebia quinata (Houtt.) Decne.","으름덩굴"
"경상북도","안동시","연점산","Geranium thunbergii Siebold ex Lindl. & Paxton","이질풀"
"경상북도","안동시","연점산","Rhododendron mucronulatum Turcz.","진달래"
"경상북도","안동시","연점산","Lysimachia clethroides Duby","큰까치수염"
"경상북도","안동시","연점산","Trigonotis peduncularis (Trevis.) Benth. ex Baker & S.Moore","꽃마리"
"경상북도","안동시","연점산","Aster scaber Thunb.","참취"
"경상북도","안동시","연점산","Asarum sieboldii Miq.","족도리풀"
"경상북도","안동시","연점산","Cardamine fallax (O.E.Schulz) Nakai","좁쌀냉이"
"경상북도","안동시","연점산","Capsella bursa-pastoris (L.) Medik.","냉이"
"경상북도","안동시","연점산","Draba nemorosa L.","꽃다지"
"경상북도","안동시","연점산","Allium monanthum Maxim.","달래"
"경상북도","안동시","연점산","Oxalis obtriangulata Maxim.","큰괭이밥"
"경상북도","안동시","연점산","Platycarya strobilacea Siebold & Zucc.","굴피나무"
"경상북도","안동시","연점산","Leibnitzia anandria (L.) Turcz.","솜나물"
"경상북도","안동시","연점산","Eupatorium makinoi Kawah. & Yahara var. oppositifolium (Koidz.) Kawah. & Yahara","등골나물"
"경상북도","안동시","연점산","Cerastium holosteoides Fr. subsp. vulgare (Hartm.) I.V.Sokolova","점나도나물"
"경상북도","안동시","연점산","Pseudostellaria heterophylla (Miq.) Pax","개별꽃"
"경상북도","안동시","연점산","Taraxacum coreanum Nakai","흰민들레"
"경상북도","안동시","연점산","Taraxacum officinale F.H.Wigg.","서양민들레"
"경상북도","안동시","연점산","Artemisia sacrorum Ledeb. var. iwayomogi (Kitam.) M.S.Park & G.Y.Chung","더위지기"
"경상북도","안동시","연점산","Rubus pungens Cambess.","줄딸기"
"경상북도","안동시","연점산","Adenophora divaricata Franch. & Sav.","넓은잔대"
"경상북도","안동시","연점산","Asyneuma japonicum (Miq.) Briq.","영아자"
"경상북도","안동시","연점산","Ligustrum obtusifolium Siebold & Zucc.","쥐똥나무"
"경상북도","안동시","연점산","Lindera obtusiloba Blume","생강나무"
"경상북도","안동시","연점산","Ampelopsis glandulosa (Wall.) Momiy.","털개머루"
"경상북도","안동시","연점산","Zanthoxylum schinifolium Siebold & Zucc.","산초나무"
"경상북도","안동시","연점산","Lespedeza cyrtobotrya Miq.","참싸리"
"경상북도","안동시","연점산","Sophora flavescens Aiton","고삼"
"경상북도","안동시","연점산","Vicia chosenensis Ohwi","노랑갈퀴"
"경상북도","안동시","연점산","Vicia unijuga A.Braun","나비나물"
"경상북도","안동시","연점산","Vicia venosa (Link) Maxim. var. cuspidata Maxim.","광릉갈퀴"
"경상북도","안동시","연점산","Crataegus pinnatifida Bunge","산사나무"
"경상북도","안동시","연점산","Pyrus ussuriensis Maxim. ex Rupr.","산돌배"
"경상북도","안동시","연점산","Potentilla freyniana Bornm.","세잎양지꽃"
"경상북도","안동시","연점산","Viola collina Besser","둥근털제비꽃"
"경상북도","안동시","연점산","Viola keiskei Miq.","잔털제비꽃"
"경상북도","안동시","연점산","Viola mandshurica W.Becker","제비꽃"
"경상북도","안동시","연점산","Viola phalacrocarpa Maxim.","털제비꽃"
"경상북도","안동시","연점산","Viola selkirkii Pursh ex Goldie","뫼제비꽃"
"경상북도","안동시","연점산","Viola variegata Fisch. ex Link","알록제비꽃"
"경상북도","안동시","연점산","Metaplexis japonica (Thunb.) Makino","박주가리"
"경상북도","안동시","연점산","Hierochloe odorata (L.) P.Beauv.","향모"
"경상북도","안동시","연점산","Viola acuminata Ledeb.","졸방제비꽃"
"경상북도","안동시","연점산","Iris rossii Baker","각시붓꽃"
"경상북도","안동시","연점산","Urtica angustifolia Fisch. ex Hornem.","가는잎쐐기풀"
"경상북도","안동시","연점산","Agastache rugosa (Fisch. & C.A.Mey.) Kuntze","배초향"
"경상북도","안동시","연점산","Isodon inflexus (Thunb.) Kudô","산박하"
"경상북도","안동시","연점산","Sambucus racemosa L. subsp. kamtschatica (E.Wolf) Hultén","지렁쿠나무"
"경상북도","안동시","연점산","Viburnum carlesii Hemsl.","분꽃나무"
"경상북도","안동시","연점산","Weigela subsessilis (Nakai) L.H.Bailey","병꽃나무"
"경상북도","안동시","연점산","Patrinia serratulifolia Link","마타리"
"경상북도","안동시","연점산","Salix caprea L.","호랑버들"
"경상북도","안동시","연점산","Androsace umbellata (Lour.) Merr.","봄맞이"
"경상북도","안동시","연점산","Spiraea prunifolia Siebold & Zucc. f. simpliciflora Nakai","조팝나무"
"경상북도","안동시","연점산","Spiraea blumei G.Don","산조팝나무"
"경상북도","안동시","연점산","Callicarpa japonica Thunb.","작살나무"
"경상북도","안동시","연점산","Clerodendrum trichotomum Thunb.","누리장나무"
"경상북도","안동시","연점산","Phedimus aizoon (L.) 't Hart var. floribundus H.Ohba","기린초"
"경상북도","안동시","연점산","Hepatica asiatica Nakai","노루귀"
"경상북도","안동시","연점산","Pulsatilla koreana (Y.Yabe ex Nakai) Nakai ex T.Mori","할미꽃"
"경상북도","안동시","연점산","Thalictrum aquilegiifolium L. var. sibiricum Regel & Tiling","꿩의다리"
"경상북도","안동시","연점산","Viola albida Palib. var. chaerophylloides (Regel) F.Maek. ex H.Hara","남산제비꽃"
"경상북도","안동시","연점산","Deutzia parviflora Bunge","말발도리"
"경상북도","안동시","연점산","Viola verecunda A.Gray","콩제비꽃"
"경상북도","안동시","와룡산","Equisetum arvense L.","쇠뜨기"
"경상북도","안동시","와룡산","Asparagus oligoclonos Maxim.","방울비짜루"
"경상북도","안동시","와룡산","Hemerocallis fulva (L.) L.","원추리"
"경상북도","안동시","와룡산","Corylus sieboldiana Blume","참개암나무"
"경상북도","안동시","와룡산","Persicaria dissitiflora (Hemsl.) H.Gross ex T.Mori","가시여뀌"
"경상북도","안동시","와룡산","Persicaria lapathifolia (L.) Delarbre","흰여뀌"
"경상북도","안동시","와룡산","Persicaria longiseta (Bruijn) Kitag.","개여뀌"
"경상북도","안동시","와룡산","Persicaria nepalensis (Meisn.) H.Gross","산여뀌"
"경상북도","안동시","와룡산","Persicaria posumbu (Buch.-Ham. ex D.Don) H.Gross","장대여뀌"
"경상북도","안동시","와룡산","Persicaria senticosa (Meisn.) H.Gross","며느리밑씻개"
"경상북도","안동시","와룡산","Persicaria thunbergii (Siebold & Zucc.) H.Gross","고마리"
"경상북도","안동시","와룡산","Aconitum pseudolaeve Nakai","진범"
"경상북도","안동시","와룡산","Actaea dahurica (Turcz. ex Fisch. & C.A.Mey.) Franch.","눈빛승마"
"경상북도","안동시","와룡산","Corydalis pauciovulata Ohwi","선괴불주머니"
"경상북도","안동시","와룡산","Agrimonia pilosa Ledeb.","짚신나물"
"경상북도","안동시","와룡산","Hylodesmum podocarpum (DC.) H.Ohashi & R.R.Mill","개도둑놈의갈고리"
"경상북도","안동시","와룡산","Euphorbia pekinensis Rupr.","대극"
"경상북도","안동시","와룡산","Euonymus alatus (Thunb.) Siebold f. ciliato-dentatus (Franch. & Sav.) Hiyama","회잎나무"
"경상북도","안동시","와룡산","Saussurea grandifolia Maxim.","서덜취"
"경상북도","안동시","와룡산","Saussurea ussuriensis Maxim.","구와취"
"경상북도","안동시","와룡산","Youngia japonica (L.) DC.","뽀리뱅이"
"경상북도","안동시","와룡산","Dennstaedtia wilfordii (T.Moore) Christ","황고사리"
"경상북도","안동시","와룡산","Polystichum tripteron (Kunze) C.Presl","십자고사리"
"경상북도","안동시","와룡산","Thelypteris palustris Schott","처녀고사리"
"경상북도","안동시","와룡산","Asplenium ruprechtii Sa.Kurata","거미고사리"
"경상북도","안동시","와룡산","Cyperus amuricus Maxim.","방동사니"
"경상북도","안동시","와룡산","Commelina communis L.","닭의장풀"
"경상북도","안동시","와룡산","Streptolirion volubile Edgew.","덩굴닭의장풀"
"경상북도","안동시","와룡산","Luzula capitata (Miq. ex Franch. & Sav.) Kom.","꿩의밥"
"경상북도","안동시","와룡산","Luzula multiflora (Ehrh.) Lej.","산꿩의밥"
"경상북도","안동시","와룡산","Smilax nipponica Miq.","선밀나물"
"경상북도","안동시","와룡산","Smilax riparia A.DC.","밀나물"
"경상북도","안동시","와룡산","Quercus aliena Blume","갈참나무"
"경상북도","안동시","와룡산","Quercus dentata Thunb.","떡갈나무"
"경상북도","안동시","와룡산","Quercus variabilis Blume","굴참나무"
"경상북도","안동시","와룡산","Clematis apiifolia DC.","사위질빵"
"경상북도","안동시","와룡산","Cocculus orbiculatus (L.) DC.","댕댕이덩굴"
"경상북도","안동시","와룡산","Astilbe chinensis (Maxim.) Franch. & Sav.","노루오줌"
"경상북도","안동시","와룡산","Geranium thunbergii Siebold ex Lindl. & Paxton","이질풀"
"경상북도","안동시","와룡산","Hypericum ascyron L.","물레나물"
"경상북도","안동시","와룡산","Hypericum erectum Thunb.","고추나물"
"경상북도","안동시","와룡산","Alangium platanifolium (Siebold & Zucc.) Harms var. trilobum (Miq.) Ohwi","박쥐나무"
"경상북도","안동시","와룡산","Angelica polymorpha Maxim.","궁궁이"
"경상북도","안동시","와룡산","Cornus controversa Hemsl.","층층나무"
"경상북도","안동시","와룡산","Cornus officinalis Siebold & Zucc.","산수유"
"경상북도","안동시","와룡산","Chimaphila japonica Miq.","매화노루발"
"경상북도","안동시","와룡산","Pyrola japonica Klenze ex Alef.","노루발"
"경상북도","안동시","와룡산","Rhododendron mucronulatum Turcz.","진달래"
"경상북도","안동시","와룡산","Gentiana squarrosa Ledeb.","구슬붕이"
"경상북도","안동시","와룡산","Atractylodes ovata (Thunb.) DC.","삽주"
"경상북도","안동시","와룡산","Leuzea uniflora (L.) Holub","뻐꾹채"
"경상북도","안동시","와룡산","Aster ageratoides Turcz.","까실쑥부쟁이"
"경상북도","안동시","와룡산","Aster scaber Thunb.","참취"
"경상북도","안동시","와룡산","Aster meyendorffii (Regel & Maack) Voss","개쑥부쟁이"
"경상북도","안동시","와룡산","Pimpinella brachycarpa (Kom.) Nakai","참나물"
"경상북도","안동시","와룡산","Sanicula chinensis Bunge","참반디"
"경상북도","안동시","와룡산","Cardamine flexuosa With.","황새냉이"
"경상북도","안동시","와룡산","Draba nemorosa L.","꽃다지"
"경상북도","안동시","와룡산","Allium thunbergii G.Don","산부추"
"경상북도","안동시","와룡산","Polygonatum odoratum (Mill.) Druce var. pluriflorum (Miq.) Ohwi","둥굴레"
"경상북도","안동시","와룡산","Silene seoulensis Nakai","가는장구채"
"경상북도","안동시","와룡산","Dianthus chinensis L.","패랭이꽃"
"경상북도","안동시","와룡산","Dianthus longicalyx Miq.","술패랭이꽃"
"경상북도","안동시","와룡산","Corchoropsis tomentosa (Thunb.) Makino","수까치깨"
"경상북도","안동시","와룡산","Linum stelleroides Planch.","개아마"
"경상북도","안동시","와룡산","Pseudolysimachion linariifolium (Pall. ex Link) Holub","꼬리풀"
"경상북도","안동시","와룡산","Leibnitzia anandria (L.) Turcz.","솜나물"
"경상북도","안동시","와룡산","Ainsliaea acerifolia Sch.Bip.","단풍취"
"경상북도","안동시","와룡산","Carpesium triste Maxim.","두메담배풀"
"경상북도","안동시","와룡산","Pseudognaphalium affine (D.Don) Anderb.","떡쑥"
"경상북도","안동시","와룡산","Gnaphalium uliginosum L.","왜떡쑥"
"경상북도","안동시","와룡산","Eupatorium makinoi Kawah. & Yahara var. oppositifolium (Koidz.) Kawah. & Yahara","등골나물"
"경상북도","안동시","와룡산","Tephroseris kirilowii (Turcz. ex DC.) Holub","솜방망이"
"경상북도","안동시","와룡산","Bidens tripartita L.","가막사리"
"경상북도","안동시","와룡산","Cerastium holosteoides Fr. subsp. vulgare (Hartm.) I.V.Sokolova","점나도나물"
"경상북도","안동시","와룡산","Achillea alpina L.","톱풀"
"경상북도","안동시","와룡산","Hieracium umbellatum L.","조밥나물"
"경상북도","안동시","와룡산","Adenophora polyantha Nakai","수원잔대"
"경상북도","안동시","와룡산","Adenophora triphylla (Thunb.) A.DC.","층층잔대"
"경상북도","안동시","와룡산","Asyneuma japonicum (Miq.) Briq.","영아자"
"경상북도","안동시","와룡산","Elaeagnus umbellata Thunb.","보리수나무"
"경상북도","안동시","와룡산","Lindera obtusiloba Blume","생강나무"
"경상북도","안동시","와룡산","Schisandra chinensis (Turcz.) Baill.","오미자"
"경상북도","안동시","와룡산","Ampelopsis glandulosa (Wall.) Momiy.","털개머루"
"경상북도","안동시","와룡산","Dictamnus dasycarpus Turcz.","백선"
"경상북도","안동시","와룡산","Amphicarpaea bracteata (L.) Fernald subsp. edgeworthii (Benth.) H.Ohashi","새콩"
"경상북도","안동시","와룡산","Chamaecrista nomame (Makino) H.Ohashi","차풀"
"경상북도","안동시","와룡산","Kummerowia stipulacea (Maxim.) Makino","둥근매듭풀"
"경상북도","안동시","와룡산","Lespedeza bicolor Turcz.","싸리"
"경상북도","안동시","와룡산","Lespedeza cuneata (Dum.Cours.) G.Don","비수리"
"경상북도","안동시","와룡산","Lespedeza cyrtobotrya Miq.","참싸리"
"경상북도","안동시","와룡산","Lespedeza virgata (Thunb.) DC.","좀싸리"
"경상북도","안동시","와룡산","Vicia unijuga A.Braun","나비나물"
"경상북도","안동시","와룡산","Vicia venosa (Link) Maxim. var. cuspidata Maxim.","광릉갈퀴"
"경상북도","안동시","와룡산","Crataegus pinnatifida Bunge","산사나무"
"경상북도","안동시","와룡산","Achyranthes bidentata Blume var. japonica Miq.","쇠무릎"
"경상북도","안동시","와룡산","Potentilla chinensis Ser.","딱지꽃"
"경상북도","안동시","와룡산","Potentilla fragarioides L. var. major Maxim.","양지꽃"
"경상북도","안동시","와룡산","Viola collina Besser","둥근털제비꽃"
"경상북도","안동시","와룡산","Viola keiskei Miq.","잔털제비꽃"
"경상북도","안동시","와룡산","Viola mandshurica W.Becker","제비꽃"
"경상북도","안동시","와룡산","Viola seoulensis Nakai","서울제비꽃"
"경상북도","안동시","와룡산","Phryma leptostachya L. var. oblongifolia (Koidz.) Honda","파리풀"
"경상북도","안동시","와룡산","Eriochloa villosa (Thunb.) Kunth","나도개피"
"경상북도","안동시","와룡산","Festuca ovina L.","김의털"
"경상북도","안동시","와룡산","Muhlenbergia huegelii Trin.","큰쥐꼬리새"
"경상북도","안동시","와룡산","Oplismenus undulatifolius (Ard.) P.Beauv.","주름조개풀"
"경상북도","안동시","와룡산","Pennisetum alopecuroides (L.) Spreng.","수크령"
"경상북도","안동시","와룡산","Viola acuminata Ledeb.","졸방제비꽃"
"경상북도","안동시","와룡산","Larix kaempferi (Lamb.) Carrière","일본잎갈나무"
"경상북도","안동시","와룡산","Pinus densiflora Siebold & Zucc.","소나무"
"경상북도","안동시","와룡산","Juniperus rigida Siebold & Zucc.","노간주나무"
"경상북도","안동시","와룡산","Lilium amabile Palib.","털중나리"
"경상북도","안동시","와룡산","Barnardia japonica (Thunb.) Schult.f.","무릇"
"경상북도","안동시","와룡산","Iris rossii Baker","각시붓꽃"
"경상북도","안동시","와룡산","Cephalanthera longibracteata Blume","은대난초"
"경상북도","안동시","와룡산","Liparis krameri Franch. & Sav.","나나벌이난초"
"경상북도","안동시","와룡산","Laportea bulbifera (Siebold & Zucc.) Wedd.","혹쐐기풀"
"경상북도","안동시","와룡산","Pilea mongolica Wedd.","모시물통이"
"경상북도","안동시","와룡산","Hydrangea serrata (Thunb.) Ser.","산수국"
"경상북도","안동시","와룡산","Ajuga multiflora Bunge","조개나물"
"경상북도","안동시","와룡산","Leonurus macranthus Maxim.","송장풀"
"경상북도","안동시","와룡산","Viburnum carlesii Hemsl.","분꽃나무"
"경상북도","안동시","와룡산","Patrinia serratulifolia Link","마타리"
"경상북도","안동시","와룡산","Patrinia villosa (Thunb.) Juss.","뚝갈"
"경상북도","안동시","와룡산","Boehmeria japonica (L.f.) Miq.","왜모시풀"
"경상북도","안동시","와룡산","Spiraea prunifolia Siebold & Zucc. f. simpliciflora Nakai","조팝나무"
"경상북도","안동시","와룡산","Staphylea bumalda DC.","고추나무"
"경상북도","안동시","와룡산","Clerodendrum trichotomum Thunb.","누리장나무"
"경상북도","안동시","와룡산","Cuscuta australis R.Br.","실새삼"
"경상북도","안동시","와룡산","Artemisia stolonifera (Maxim.) Kom.","넓은잎외잎쑥"
"경상북도","안동시","와룡산","Galium verum L. subsp. asiaticum (Nakai) T.Yamaz.","솔나물"
"경상북도","안동시","와룡산","Phedimus aizoon (L.) 't Hart var. floribundus H.Ohba","기린초"
"경상북도","안동시","와룡산","Hylotelephium spectabile (Boreau) H.Ohba","큰꿩의비름"
"경상북도","안동시","와룡산","Pulsatilla koreana (Y.Yabe ex Nakai) Nakai ex T.Mori","할미꽃"
"경상북도","안동시","와룡산","Thalictrum aquilegiifolium L. var. sibiricum Regel & Tiling","꿩의다리"
"경상북도","안동시","와룡산","Artemisia keiskeana Miq.","맑은대쑥"
"경상북도","안동시","와룡산","Echinochloa crus-galli (L.) P.Beauv.","돌피"
"경상북도","안동시","와룡산","Lespedeza maximowiczii C.K.Schneid. var. tomentella (Nakai) Nakai","털조록싸리"
"경상북도","안동시","와룡산","Viola verecunda A.Gray","콩제비꽃"
"경상북도","안동시","와룡산","Rubia argyi (H.Lév. & Vaniot) H.Hara ex Lauener & D.K.Ferguson","꼭두서니"
"경상북도","안동시","와룡산","Ribes fasciculatum Siebold & Zucc. var. chinense Maxim.","까마귀밥나무"
"경상북도","안동시","와룡산","Arundinella hirta (Thunb.) Tanaka var. ciliata (Thunb.) Koidz.","새"
"경상북도","안동시","와룡산","Duchesnea indica (Andrews) Teschem.","뱀딸기"
"경상북도","안동시","와룡산","Ostericum grosseserratum (Maxim.) Kitag.","신감채"
"경상북도","안동시","와룡산","Athyrium yokoscense (Franch. & Sav.) Christ","뱀고사리"
"경상북도","안동시","용두산","Equisetum arvense L.","쇠뜨기"
"경상북도","안동시","용두산","Persicaria longiseta (Bruijn) Kitag.","개여뀌"
"경상북도","안동시","용두산","Persicaria nepalensis (Meisn.) H.Gross","산여뀌"
"경상북도","안동시","용두산","Persicaria posumbu (Buch.-Ham. ex D.Don) H.Gross","장대여뀌"
